Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000193	2015	Isabel Pinto	Research Centre for Communication and Culture from the Catholic University of Portugal	Intermediality and Cultural Assessment: Digital Flows in the Global Age, A Review of Digital Humanities and the Study of Intermediality in Comparative Cultural Studies, edited by Steven Tötösy de Zepetnek. Purdue Scholarly Publishing Services, 2013, 375 pp.	000541	000015	000409	000274	000167	000443	000375	000108	000172	000542	https://digitalhumanities.org/dhq/vol/9/3/000193/000193.html
000194	2014	Dene Grigar	Washington State University Vancouver	Curating Electronic Literature as Critical and Scholarly Practice	000159	000410	000071	000328	000315	000290	000138	000592	000462	000139	https://digitalhumanities.org/dhq/vol/8/4/000194/000194.html
000195	2014	Michael Gavin	University of South Carolina	Agent-Based Modeling and Historical Simulation	000534	000400	000105	000244	000604	000026	000502	000138	000263	000495	https://digitalhumanities.org/dhq/vol/8/4/000195/000195.html
000196	2014	David Schloen | Sandra Schloen	University of Chicago | University of Chicago	Beyond Gutenberg: Transcending the Document Paradigm in Digital Humanities	000015	000108	000105	000019	000745	000245	000127	000370	000258	000026	https://digitalhumanities.org/dhq/vol/8/4/000196/000196.html
000197	2014	Frédéric Clavert	Université Paris-Sorbonne	Reading Today	000140	000317	000108	000178	000382	000128	000387	000262	000574	000126	https://digitalhumanities.org/dhq/vol/8/4/000197/000197.html
000198	2015	Katina Rogers	The Graduate Center, City University of New York	Humanities Unbound: Supporting Careers and Scholarship Beyond the Tenure Track	000336	000597	000184	000179	000029	000013	000620	000374	000628	000375	https://digitalhumanities.org/dhq/vol/9/1/000198/000198.html
000199	2015	Deena Engel | Marion Thain	Courant Institute of Mathematical Sciences, New York University | New York University	Textual Artifacts and their Digital Representations: Teaching Graduate Students to Build Online Archives	000151	000227	000231	000215	000323	000424	000084	000503	000660	000144	https://digitalhumanities.org/dhq/vol/9/1/000199/000199.html
000200	2015	Elizabeth Losh	University of California, San Diego	What can the digital humanities learn from feminist game studies?	000165	000628	000216	000119	000217	000022	000080	000002	000177	000207	https://digitalhumanities.org/dhq/vol/9/2/000200/000200.html
000201	2015	Gabrielle Dean	Johns Hopkins University	The Shock of the Familiar: Three Timelines about Gender and Technology in the Library	000202	000186	000471	000216	000208	000743	000211	000217	000450	000003	https://digitalhumanities.org/dhq/vol/9/2/000201/000201.html
000202	2015	Constance Crompton | Raymond Siemens | Alyssa Arbuckle | Implementing New Knowledge Environment (INKE)	University of British Columbia, Okanagan | University of Victoria | University of Victoria |	Enlisting "Vertues Noble & Excelent": Behavior, Credit, and Knowledge Organization in the Social Edition	000209	000112	000217	000156	000216	000201	000618	000019	000233	000145	https://digitalhumanities.org/dhq/vol/9/2/000202/000202.html
000203	2015	Tomas Zahora | Dmitri Nikulin | Constant J. Mews | David Squire	Monash University | Google | Monash University | Monash University	Deconstructing Bricolage: Interactive Online Analysis of Compiled Texts with Factotum	000356	000341	000140	000687	000178	000313	000389	000190	000128	000323	https://digitalhumanities.org/dhq/vol/9/1/000203/000203.html
000204	2015	Christina Manzo | Geoff Kaufman | Sukdith Punjasthitkul | Mary Flanagan	Simmons College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA	"By the People, For the People": Assessing the Value of Crowdsourced, User-Generated Metadata	000129	000227	000270	000215	000089	000486	000491	000019	000066	000475	https://digitalhumanities.org/dhq/vol/9/1/000204/000204.html
000205	2015	Mitchell Whitelaw	University of Canberra, Australia	Generous Interfaces for Digital Cultural Collections	000227	000067	000173	000621	000136	000414	000275	000125	000047	000091	https://digitalhumanities.org/dhq/vol/9/1/000205/000205.html
000206	2015	Adam Crymble	University of Hertfordshire, United Kingdom	Does your historical collection need a database-driven website?	000227	000318	000034	000355	000173	000640	000538	000327	000174	000625	https://digitalhumanities.org/dhq/vol/9/1/000206/000206.html
000207	2015	Shawna Ross	Arizona State University	Close Rereading: A review of Jessica Pressman, Digital Modernism: Making It New in New Media (Oxford: Oxford UP, 2014)	000005	000193	000099	000616	000108	000017	000162	000140	000046	000087	https://digitalhumanities.org/dhq/vol/9/1/000207/000207.html
000208	2015	Roopika Risam	Salem State University	Beyond the Margins: Intersectionality and the Digital Humanities	000211	000632	000209	000216	000186	000633	000450	000432	000743	000023	https://digitalhumanities.org/dhq/vol/9/2/000208/000208.html
000209	2015	Moya Bailey	Northeastern University	#transform(ing)DH Writing and Research: An Autoethnography of Digital Humanities and Feminist Ethics	000202	000217	000112	000211	000208	000216	000233	000645	000633	000450	https://digitalhumanities.org/dhq/vol/9/2/000209/000209.html
000210	2015	Roger Todd Whitson | Anastasia Salter	Washington State University | University of Central Florida	Introduction: Comics and the Digital Humanities	000212	000234	000091	000218	000214	000202	000254	000089	000619	000097	https://digitalhumanities.org/dhq/vol/9/4/000210/000210.html
000211	2015	Nicole Starosielski	New York University	Orientation: "Man and His Tool, Again?"	000216	000404	000208	000209	000043	000202	000217	000160	000432	000636	https://digitalhumanities.org/dhq/vol/9/2/000211/000211.html
000212	2015	Aaron Jacob Kashtan	Miami University	Materiality Comics	000230	000214	000150	000139	000011	000122	000234	000218	000052	000308	https://digitalhumanities.org/dhq/vol/9/4/000212/000212.html
000213	2015	Alix Keener	University of Michigan	The Arrival Fallacy: Collaborative Research Relationships in the Digital Humanities	000336	000628	000701	000013	000443	000112	000134	000441	000177	000119	https://digitalhumanities.org/dhq/vol/9/2/000213/000213.html
000214	2015	Aaron Scott Humphrey	University of Adelaide	Multimodal Authoring and Authority in Educational Comics: Introducing Derrida and Foucault for Beginners	000212	000230	000225	000218	000139	000234	000455	000648	000088	000541	https://digitalhumanities.org/dhq/vol/9/4/000214/000214.html
000215	2015	Nabeel Siddiqui	College of William and Mary	Data Assemblages: A Call to Conceptualize Materiality in the Academic Ecosystem	000151	000035	000054	000320	000471	000304	000666	000529	000204	000077	https://digitalhumanities.org/dhq/vol/9/2/000215/000215.html
000216	2015	Jamie "Skye" Bianco	New York University	Man and His Tool, Again? Queer and Feminist Notes on Practices in the Digital Humanities and Object Orientations Everywhere	000211	000208	000209	000202	000404	000043	000186	000450	000636	000645	https://digitalhumanities.org/dhq/vol/9/2/000216/000216.html
000217	2015	Jacqueline Wernimont	Arizona State University	Introduction to Feminisms and DH special issue	000202	000209	000633	000023	000618	000112	000216	000233	000473	000186	https://digitalhumanities.org/dhq/vol/9/2/000217/000217.html
000218	2015	B.J. Parker	Baylor University	Graphic Images of YHWH: Exploring and Exploding the Bounds of Sexual Objectification in Ezekiel 16	000214	000225	000212	000234	000619	000139	000230	000599	000137	000694	https://digitalhumanities.org/dhq/vol/9/4/000218/000218.html
000219	2015	Luke Fernandez	Weber State University	Studying Up: A Review of Alice Marwick’s Status Update	000049	000484	000209	000035	000692	000112	000023	000659	000118	000109	https://digitalhumanities.org/dhq/vol/9/2/000219/000219.html
000220	2015	Alan Bilansky	University of Illinois, Urbana-Champaign	TypeWright: An Experiment in Participatory Curation	000227	000323	000071	000047	000288	000029	000667	000393	000084	000184	https://digitalhumanities.org/dhq/vol/9/4/000220/000220.html
000221	2015	Isabel Galina Russell	Instituto de Investigaciones Bibliotecológicas, Universidad Nacional Autónoma de México (UNAM)	Creating a regional DH community – A Case Study of the RedHD	000312	000314	000352	000355	000365	000453	000591	000323	000193	000302	https://digitalhumanities.org/dhq/vol/9/3/000221/000221.html
000222	2015	David M. Berry | Erik Borra | Anne Helmond | Jean-Christophe Plantin | Jill Walker Rettberg	University of Sussex | University of Amsterdam | University of Amsterdam | London School of Economics and Political Science | University of Bergen	The Data Sprint Approach: Exploring the field of Digital Humanities through Amazon’s Application Programming Interface	000025	000509	000600	000473	000709	000336	000715	000029	000670	000734	https://digitalhumanities.org/dhq/vol/9/3/000222/000222.html
000223	2015	Cameron Blevins | Lincoln Mullen	Rutgers University | George Mason University	Jane, John … Leslie? A Historical Method for Algorithmic Gender Prediction	000377	000622	000448	000044	000045	000738	000333	000043	000042	000499	https://digitalhumanities.org/dhq/vol/9/3/000223/000223.html
000224	2015	Michael L. Black	University of Massachusetts Lowell	A Textual History of Mozilla: Using Topic Modeling to Trace Sociocultural Influences on Software Development	000160	000304	000153	000271	000197	000211	000222	000700	000684	000047	https://digitalhumanities.org/dhq/vol/9/3/000224/000224.html
000225	2015	Robert Dennis Watkins | Tom Lindsley	Idaho State University | Interaction Designer, Workiva	Sequential Rhetoric: Using Freire and Quintilian to Teach Students to Read and Create Comics	000230	000214	000218	000234	000619	000193	000390	000686	000280	000557	https://digitalhumanities.org/dhq/vol/9/4/000225/000225.html
000226	2016	Kevin G. Smith	Northeastern University	A Writing Studies Review of Jim Ridolfo and William Hart-Davidson, editors, Rhetoric and the Digital Humanities	000232	000403	000443	000119	000274	000557	000311	000193	000167	000239	https://digitalhumanities.org/dhq/vol/10/1/000226/000226.html
000227	2015	Tom Schofield | David Kirk | Telmo Amaral | Marian Dörk | Mitchell Whitelaw | Guy Schofield | Thomas Ploetz	Culture Lab, Newcastle University | Digital Interactions Group, Newcastle University | Digital Interactions Group, Newcastle University | Potsdam University of Applied Sciences, Institute for Urban Futures | Faculty of Arts and Design, University of Canberra | Digital Interactions Group, Newcastle University | Digital Interactions Group, Newcastle University	Archival Liveness: Designing with Collections Before and During Cataloguing and Digitization	000179	000327	000205	000414	000206	000173	000084	000151	000184	000159	https://digitalhumanities.org/dhq/vol/9/3/000227/000227.html
000228	2016	Stefania Forlini | Uta Hinrichs | Bridget Moynihan	University of Calgary | University of St. Andrews | University of Calgary	The Stuff of Science Fiction: An Experiment in Literary History	000289	000170	000046	000266	000193	000250	000178	000414	000259	000675	https://digitalhumanities.org/dhq/vol/10/1/000228/000228.html
000229	2016	Douglas Ernest Duhaime	University of Notre Dame	Textual Reuse in the Eighteenth Century: Mining Eliza Haywood’s Quotations	000286	000012	000203	000687	000341	000295	000188	000097	000323	000357	https://digitalhumanities.org/dhq/vol/10/1/000229/000229.html
000230	2015	Jason Muir Helms	Texas Christian University	Is this Article a Comic?	000214	000212	000139	000225	000280	000340	000541	000332	000619	000051	https://digitalhumanities.org/dhq/vol/9/4/000230/000230.html
000231	2016	Jeffrey Charles Witt	Loyola University Maryland	The Sentences Commentary Text Archive: Laying the Foundation for the Analysis, Use, and Reuse of a Tradition	000424	000455	000061	000150	000051	000124	000323	000199	000293	000144	https://digitalhumanities.org/dhq/vol/10/1/000231/000231.html
000232	2016	Alan Bilansky	University of Illinois at Urbana-Champaign	A Digital Humanist-Informatician Review of Jim Ridolfo and William Hart-Davidson, editors, Rhetoric and the Digital Humanities	000311	000177	000167	000226	000193	000239	000127	000119	000077	000436	https://digitalhumanities.org/dhq/vol/10/1/000232/000232.html
000233	2016	Katrina Anderson | Lindsey Bannister | Janey Dodd | Deanna Fong | Michelle Levy | Lindsey Seatter	Simon Fraser University | Simon Fraser University | University of British Columbia | Simon Fraser University | Simon Fraser University | University of Victoria	Student Labour and Training in Digital Humanities	000209	000322	000202	000306	000119	000435	000112	000311	000335	000594	https://digitalhumanities.org/dhq/vol/10/1/000233/000233.html
000234	2015	Nick Sousanis	University of Calgary	Behind the Scenes of a Dissertation in Comics Form	000212	000218	000214	000678	000025	000592	000061	000372	000293	000290	https://digitalhumanities.org/dhq/vol/9/4/000234/000234.html
000235	2016	Luise Borek | Quinn Dombrowski | Jody Perkins | Christof Schöch	Technical University of Darmstadt | Miami University | Miami University | University of Würzburg	TaDiRAH: a Case Study in Pragmatic Classification	000401	000465	000213	000265	000365	000461	000089	000108	000450	000701	https://digitalhumanities.org/dhq/vol/10/1/000235/000235.html
000236	2016	Lisa Tweten | Gwynaeth McIntyre | Chelsea Gardner	University of British Columbia | University of British Columbia | University of British Columbia	From Stone to Screen: Digital Revitalization of Ancient Epigraphy	000029	000240	000253	000245	000451	000003	000651	000256	000497	000144	https://digitalhumanities.org/dhq/vol/10/1/000236/000236.html
000237	2015	Neil Bernstein | Kyle Gervais | Wei Lin	Ohio University | University of Western Ontario | Ohio University	Comparative rates of text reuse in classical Latin hexameter poetry	000683	000323	000675	000034	000734	000250	000333	000314	000447	000044	https://digitalhumanities.org/dhq/vol/9/3/000237/000237.html
000238	2016	Renée Farrar	United States Military Academy at West Point	Word Processor Art: How "User-friendly" Inhibits Creativity	000085	000159	000019	000275	000507	000056	000122	000173	000372	000265	https://digitalhumanities.org/dhq/vol/10/1/000238/000238.html
000239	2016	John F. Barber	The Creative Media & Digital Culture Program, Washington State University Vancouver	Sound and Digital Humanities: reflecting on a DHSI course	000336	000543	000177	000311	000119	000077	000557	000167	000193	000274	https://digitalhumanities.org/dhq/vol/10/1/000239/000239.html
000240	2016	Lindsey Eckert | Julia Grandison	Georgia State University | University of Toronto	The Almanac Archive: Theorizing Marginalia and "Duplicate" Copies in the Digital Realm	000003	000061	000059	000179	000372	000327	000227	000108	000174	000537	https://digitalhumanities.org/dhq/vol/10/1/000240/000240.html
000241	2016	James O’Sullivan | Mary Galvin | Diane Jakacki	University of Sheffield | University College Cork | Bucknell University	Introduction to the Digital Humanities Summer Institute Colloquium Special Issue	000097	000156	000001	000454	000413	000211	000081	000543	000326	000079	https://digitalhumanities.org/dhq/vol/10/1/000241/000241.html
000242	2016	Rosie Graham	University of Birmingham	From Kindling to Kindles: A Review of Matt Hayler, Challenging the Phenomena of Technology: Embodiment, Expertise and Evolved Knowledge (Basingstoke: Palgrave Macmillan, 2015)	000049	000318	000393	000292	000373	000389	000162	000197	000256	000336	https://digitalhumanities.org/dhq/vol/10/2/000242/000242.html
000243	2016	Kevin Lewis	Virginia Tech	A Review of "Memes in Digital Culture"	000271	000280	000446	000049	000230	000118	000248	000356	000344	000121	https://digitalhumanities.org/dhq/vol/10/2/000243/000243.html
000244	2016	Christopher N. Warren | Daniel Shore | Jessica Otis | Lawrence Wang | Mike Finegold | Cosma Shalizi	Carnegie Mellon University | Georgetown University | Carnegie Mellon University | Carnegie Mellon University | Carnegie Mellon University | Carnegie Mellon University	Six Degrees of Francis Bacon: A Statistical Method for Reconstructing Large Historical Social Networks	000263	000097	000026	000622	000190	000343	000195	000730	000709	000300	https://digitalhumanities.org/dhq/vol/10/3/000244/000244.html
000245	2016	Monica Berti | Bridget Almas | Gregory R. Crane	University of Leipzig | Tufts University | Tufts University and University of Leipzig	The Leipzig Open Fragmentary Texts Series (LOFTS)	000350	000196	000025	000028	000424	000430	000029	000593	000447	000683	https://digitalhumanities.org/dhq/vol/10/2/000245/000245.html
000246	2016	Anna Foka | Viktor Arvidsson	Umeå University | Swedish Center for Digital Innovation. Department of Informatics, University of Oslo	Experiential Analogies: A Sonic Digital Ekphrasis as a Digital Humanities Project	000396	000395	000482	000146	000250	000710	000385	000024	000252	000538	https://digitalhumanities.org/dhq/vol/10/2/000246/000246.html
000247	2016	Caroline T Schroeder | Amir Zeldes	University of the Pacific | Georgetown University	Raiders of the Lost Corpus	000683	000447	000030	000538	000697	000197	000263	000694	000251	000023	https://digitalhumanities.org/dhq/vol/10/2/000247/000247.html
000248	2016	Johanna Drucker | Patrik BO Svensson	UC Los Angeles | Umeå University	The Why and How of Middleware	000304	000356	000227	000081	000310	000265	000136	000668	000206	000238	https://digitalhumanities.org/dhq/vol/10/2/000248/000248.html
000249	2016	Jeffrey Rydberg-Cox	The University of Missouri-Kansas City	Toward an Open Digital Tutorial for Ancient Greek v. 2.0	000563	000323	000683	000309	000025	000253	000337	000478	000591	000516	https://digitalhumanities.org/dhq/vol/10/2/000249/000249.html
000250	2016	Matthew L. Jockers	University of Nebraska	The Ancient World in Nineteenth-Century Fiction; or, Correlating Theme, Geography, and Sentiment in the Nineteenth Century Literary Imagination	000291	000244	000709	000368	000296	000263	000675	000259	000005	000730	https://digitalhumanities.org/dhq/vol/10/2/000250/000250.html
000251	2016	Francesco Mambrini	Deutsches Archäologisches Institut, Berlin	Treebanking in the world of Thucydides. Linguistic annotation for the Hellespont Project	000023	000033	000247	000683	000030	000729	000028	000454	000495	000730	https://digitalhumanities.org/dhq/vol/10/2/000251/000251.html
000252	2016	Rebecca K. Schindler	DePauw University	Teaching Spatial Literacy in the Classical Studies Curriculum	000024	000385	000396	000031	000302	000294	000447	000710	000245	000249	https://digitalhumanities.org/dhq/vol/10/2/000252/000252.html
000253	2016	Neil Coffee | Neil W. Bernstein	University at Buffalo | Ohio University	Digital Methods and Classical Studies	000023	000236	000335	000211	000543	000193	000024	000177	000134	000256	https://digitalhumanities.org/dhq/vol/10/2/000253/000253.html
000254	2016	Tanya E. Clement	University of Texas at Austin	Towards a Rationale of Audio-Text	000052	000542	000424	000089	000541	000231	000450	000701	000245	000662	https://digitalhumanities.org/dhq/vol/10/3/000254/000254.html
000255	2016	Matteo Romanello	Deutsches Archäologisches Institut, Berlin / École Polytechnique Fédérale de Lausanne	Exploring Citation Networks to Study Intertextuality in Classics	000335	000023	000035	000033	000028	000350	000034	000250	000475	000024	https://digitalhumanities.org/dhq/vol/10/2/000255/000255.html
000256	2016	Niels Brügger	The Centre for Internet Studies, and NetLab Aarhus University	Digital Humanities in the 21st Century: Digital Material as a Driving Force	000411	000109	000318	000120	000236	000299	000197	000023	000240	000671	https://digitalhumanities.org/dhq/vol/10/3/000256/000256.html
000257	2016	Claire Clivaz	Swiss Institute of Bioinformatics	Covers and Corpus wanted! Some Digital Humanities Fragments	000140	000502	000398	000029	000197	000138	000382	000079	000326	000454	https://digitalhumanities.org/dhq/vol/10/3/000257/000257.html
000258	2016	Arianna Ciula | Cristina Marras	University of Roehampton | Istituto per il Lessico Intellettuale Europeo e Storia delle Idee, Consiglio Nazionale delle Ricerche	Circling around texts and language: towards pragmatic modelling in Digital Humanities	000196	000701	000261	000007	000311	000015	000134	000193	000080	000105	https://digitalhumanities.org/dhq/vol/10/3/000258/000258.html
000259	2016	Adam James Bradley | Travis Kirton | Mark Hancock | Sheelagh Carpendale	University of Waterloo | University of Calgary | University of Waterloo | University of Calgary	Language DNA: Visualizing a Language Decomposition	000341	000093	000332	000289	000183	000266	000250	000397	000135	000300	https://digitalhumanities.org/dhq/vol/10/4/000259/000259.html
000260	2016	Stan Ruecker	IIT Institute of Design	How do we get to the Humanitarium from here?	000531	000077	000202	000321	000261	000167	000163	000598	000267	000262	https://digitalhumanities.org/dhq/vol/10/3/000260/000260.html
000261	2016	Julianne Nyhan	UCL	It is time to address the Public Communication of DH	000167	000336	000213	000258	000193	000628	000418	000127	000701	000262	https://digitalhumanities.org/dhq/vol/10/3/000261/000261.html
000262	2016	Stuart Dunn | Mareike Schumacher	King’s College London | Hamburg University	Explaining Events to Computers: Critical Quantification, Multiplicity and Narratives in Cultural Heritage	000097	000099	000622	000163	000077	000274	000140	000193	000188	000317	https://digitalhumanities.org/dhq/vol/10/3/000262/000262.html
000263	2016	Maarten van den Bos | Hermione Giffard	Utrecht University | Utrecht University	Mining Public Discourse for Emerging Dutch Nationalism	000244	000338	000649	000676	000343	000730	000273	000042	000097	000012	https://digitalhumanities.org/dhq/vol/10/3/000263/000263.html
000264	2016	Elyse Graham	SUNY Stony Brook	The Printing Press as Metaphor	000120	000369	000140	000180	000436	000256	000680	000361	000257	000248	https://digitalhumanities.org/dhq/vol/10/3/000264/000264.html
000265	2016	Suzan Verberne | Lou Boves | Antal van den Bosch	Radboud University | Radboud University | Radboud University	Information access in the art history domain: Evaluating a federated search engine for Rembrandt research	000275	000159	000227	000405	000372	000128	000122	000248	000414	000173	https://digitalhumanities.org/dhq/vol/10/4/000265/000265.html
000266	2016	Jim Egan	Brown University	Literary Data Mining: A review of Matthew Jockers, Macroanalysis: Digital Methods and Literary History (Urbana: University of Illinois Press, 2013).	000289	000332	000341	000259	000250	000044	000093	000188	000280	000675	https://digitalhumanities.org/dhq/vol/10/3/000266/000266.html
000267	2016	Brett Oppegaard | Michael Rabby	University of Hawaii | Washington State University Vancouver	The App-Maker Model: An Embodied Expansion of Mobile Cyberinfrastructure	000055	000186	000334	000340	000177	000411	000208	000671	000080	000006	https://digitalhumanities.org/dhq/vol/10/3/000267/000267.html
000268	2016	Hannah Alpert-Abrams	University of Texas at Austin	Machine Reading the Primeros Libros	000180	000034	000108	000019	000128	000692	000708	000581	000203	000363	https://digitalhumanities.org/dhq/vol/10/4/000268/000268.html
000269	2016	Miguel Escobar Varela	National University of Singapore	The Archive as Repertoire: Transience and Sustainability in Digital Archives	000625	000462	000318	000411	000084	000593	000531	000076	000385	000035	https://digitalhumanities.org/dhq/vol/10/4/000269/000269.html
000270	2016	Adam Crymble	University of Hertfordshire	Digital library search preferences amongst historians and genealogists: British History Online user survey	000355	000538	000003	000204	000667	000574	000059	000299	000679	000734	https://digitalhumanities.org/dhq/vol/10/4/000270/000270.html
000271	2016	Nicholas M Van Horn | Aaron Beveridge | Sean Morey	Capital University | University of Florida | University of Tennessee, Knoxville	Attention Ecology: Trend Circulation and the Virality Threshold	000243	000280	000093	000153	000361	000224	000097	000446	000005	000011	https://digitalhumanities.org/dhq/vol/10/4/000271/000271.html
000272	2016	Pieter François | J.G. Manning | Harvey Whitehouse | Rob Brennan | Thomas Currie | Kevin Feeney | Peter Turchin	University of Hertfordshire, University of Oxford | Yale University | University of Oxford | Trinity College Dublin | University of Exeter, Penryn Campus | Trinity College Dublin | University of Connecticut	A Macroscope for Global History: Seshat Global History Databank, a methodological overview	000538	000447	000523	000355	000544	000312	000003	000515	000159	000019	https://digitalhumanities.org/dhq/vol/10/4/000272/000272.html
000273	2016	Timothy Messer-Kruse	Bowling Green State University	Racial Proxies in Daily News: A Case Study of the Use of Directional Euphemisms	000337	000263	000371	000244	000623	000513	000415	000467	000614	000031	https://digitalhumanities.org/dhq/vol/10/4/000273/000273.html
000274	2016	Elizabeth Polcha	Northeastern University	Pedagogical Entryways into Digital Humanities: A Review of Linda K. Hughes and Sarah R. Robbins’ Teaching Transatlanticism (Edinburgh University Press, 2015)	000193	000147	000119	000232	000167	000239	000177	000262	000311	000077	https://digitalhumanities.org/dhq/vol/11/1/000274/000274.html
000275	2016	Tina Budzise-Weaver	Texas A&M University	Developing a Qualitative Coding Analysis of Visual Artwork for Humanities Research	000178	000265	000510	000122	000276	000500	000019	000205	000026	000159	https://digitalhumanities.org/dhq/vol/10/4/000275/000275.html
000276	2016	Kevin L. Ferguson	Queens College / CUNY	Digital Surrealism: Visualizing Walt Disney Animation Studios	000541	000409	000122	000379	000159	000052	000280	000193	000332	000011	https://digitalhumanities.org/dhq/vol/11/1/000276/000276.html
000277	2016	Henriette Roued-Cunliffe	University of Copenhagen	The Digital Future of Humanities through the Lens of DIY Culture	000079	000077	000242	000167	000311	000193	000701	000274	000213	000127	https://digitalhumanities.org/dhq/vol/10/4/000277/000277.html
000278	2016	Erik Kenneth Shell	University of California Los Angeles	Complex Modeling and You: A Review of Would-Be Worlds by John L. Casti (New York: John Wiley & Sons, 1997)	000400	000415	000015	000395	000196	000119	000049	000622	000720	000699	https://digitalhumanities.org/dhq/vol/10/4/000278/000278.html
000279	2017	John Bradley | Michele Pasin	King's College London | Springer Nature	Fitting Personal Interpretation with the Semantic Web: lessons learned from Pliny	000469	000404	000620	000159	000507	000173	000056	000178	000703	000272	https://digitalhumanities.org/dhq/vol/11/1/000279/000279.html
000280	2016	Dan Faltesek	Oregon State University	Obama’s Sixth Annual Address: Image, Affordance, Flow	000332	000271	000276	000298	000361	000153	000230	000170	000243	000397	https://digitalhumanities.org/dhq/vol/10/4/000280/000280.html
000281	2016	Yuta Hashimoto | Yoichi Iikura | Yukio Hisada | SungKook Kang | Tomoyo Arisawa | Daniel Kobayashi-Better	Kyoto University | Osaka University | Osaka University | Osaka University | Osaka University | Osaka University	The Kuzushiji Project: Developing a Mobile Learning Application for Reading Early Modern Japanese Texts	000227	000314	000128	000356	000414	000197	000434	000058	000300	000595	https://digitalhumanities.org/dhq/vol/11/1/000281/000281.html
000282	2016	Jonathan Blaney | Judith Siefring	Institute of Historical Research, University of London | Bodleian Libraries, University of Oxford	A Culture of non-citation: Assessing the digital impact of British History Online and the Early English Books Online Text Creation Partnership	000662	000369	000256	000564	000601	000242	000331	000389	000373	000224	https://digitalhumanities.org/dhq/vol/11/1/000282/000282.html
000283	2016	Patricia Murrieta-Flores | Christopher Donaldson | Ian Gregory	Digital Humanities Research Centre, University of Chester | History Department, Lancaster University | History Department, Lancaster University	GIS and Literary History: Advancing Digital Humanities research through the Spatial Analysis of historical travel writing and topographical literature	000097	000434	000442	000189	000382	000044	000009	000490	000063	000482	https://digitalhumanities.org/dhq/vol/11/1/000283/000283.html
000284	2017	Edin Tabak	University of Zenica	A Hybrid Model for Managing DH Projects	000133	000459	000107	000671	000741	000321	000411	000127	000108	000163	https://digitalhumanities.org/dhq/vol/11/1/000284/000284.html
000285	2017	Gérald Péoux | Jean-Roch Houllier	Université Paris Ouest Nanterre La Défense & Institut d'Histoire Moderne et Contemporaine (CNRS) | Thales University	To Visualize Past Communities: A Solution from Contemporary Practices in the Industry for the Digital Humanities	000146	000337	000294	000547	000033	000373	000333	000415	000620	000469	https://digitalhumanities.org/dhq/vol/11/2/000285/000285.html
000286	2017	Simon Fuller | James O'Sullivan	National University of Ireland, Maynooth | University of Sheffield	Structure over Style: Collaborative Authorship and the Revival of Literary Capitalism	000012	000183	000097	000687	000203	000341	000454	000044	000188	000323	https://digitalhumanities.org/dhq/vol/11/1/000286/000286.html
000287	2017	Thea Pitman | Claire Taylor	University of Leeds | University of Liverpool	Where’s the ML in DH? And Where’s the DH in ML? The Relationship between Modern Languages and Digital Humanities, and an Argument for a Critical DHML	000134	000095	000193	000418	000167	000112	000023	000338	000645	000345	https://digitalhumanities.org/dhq/vol/11/1/000287/000287.html
000288	2017	Uwe Springmann | Anke Lüdeling	LMU Munich & Humboldt-Universität zu Berlin | Humboldt-Universität zu Berlin	OCR of historical printings with an application to building diachronic corpora: A case study using the RIDGES herbal corpus	000029	000108	000004	000667	000294	000220	000661	000631	000035	000447	https://digitalhumanities.org/dhq/vol/11/2/000288/000288.html
000289	2017	James Lee | Jason Lee	University of Cincinnati | Independent Scholar	Shakespeare’s Tragic Social Network; or Why All the World’s a Stage	000097	000259	000244	000291	000190	000332	000250	000266	000562	000341	https://digitalhumanities.org/dhq/vol/11/2/000289/000289.html
000290	2017	Katrin Glinka | Christopher Pietsch | Marian Dörk	University of Applied Sciences Potsdam | University of Applied Sciences Potsdam | University of Applied Sciences Potsdam	Past Visions and Reconciling Views: Visualizing Time, Texture and Themes in Cultural Collections	000592	000384	000299	000336	000227	000620	000031	000327	000084	000265	https://digitalhumanities.org/dhq/vol/11/2/000290/000290.html
000291	2017	Christof Schöch	University of Würzburg, Germany	Topic Modeling Genre: An Exploration of French Classical and Enlightenment Drama	000250	000342	000357	000343	000170	000300	000104	000289	000145	000042	https://digitalhumanities.org/dhq/vol/11/2/000291/000291.html
000292	2017	Federico Nanni	University of Mannheim	Reconstructing a website’s lost past Methodological issues concerning the history of Unibo.it	000373	000668	000318	000049	000120	000242	000205	000528	000109	000026	https://digitalhumanities.org/dhq/vol/11/2/000292/000292.html
000293	2017	Peter Robinson	University of Saskatchewan	Some principles for making collaborative scholarly editions in digital form	000424	000494	000430	000231	000254	000052	000454	000111	000669	000178	https://digitalhumanities.org/dhq/vol/11/2/000293/000293.html
000294	2017	Daniele Salvoldi	Dahlem Research School, Freie Universität Berlin	A Historical Geographic Information System (HGIS) of Nubia Based on the William J. Bankes Archive (1815-1822)	000467	000415	000337	000460	000483	000057	000038	000482	000288	000661	https://digitalhumanities.org/dhq/vol/11/2/000294/000294.html
